reference_period,job_IDnumber,individual_IDnumber,employer_IDnumber,temporary_jobs_employer_IDnumber,j_job_start_date,j_job_end_effective_date,j_contract_type,j_job_end_planned_date,j_contract_planned_duration,j_job_status,j_blue_collar,j_posted_worker,j_assisting_family_member,j_maternity_leave,j_activation_measure,j_activation_measure_type,j_trial_period,j_trial_period_end_date,j_trial_period_length,j_F_short_time_working,j_short_time_working_benefit,j_short_time_working_hours,j_F_month_base_wage,j_month_base_wage,j_F_month_additionnal_wage,j_month_additionnal_wage,j_F_month_overtime_wage,j_month_overtime_wage,j_F_month_total_wage,j_month_total_wage,j_F_nb_base_worked_hours,j_nb_base_worked_hours,j_F_nb_overtime_paid_hours,j_nb_overtime_paid_hours,j_F_nb_total_worked_hours,j_nb_total_worked_hours,j_F_nb_base_worked_hours_ADJ,j_nb_base_worked_hours_ADJ,j_F_nb_total_worked_hours_ADJ,j_nb_total_worked_hours_ADJ,j_F_hourly_base_wage,j_hourly_base_wage,j_F_hourly_total_wage,j_hourly_total_wage,j_F_official_stat
202403,JOB239412094477,ID3442252160,EMP2690326551,-9,202210,,0,999909,-9,0,1,0,0,0,0,,1,202211,4.0,0,,,1,4142.33,-8,,-8,,1,4142.33,1,160.31,-8,,1,160.31,1,157.97,1,163.19,1,26.22,1,25.38,1
202601,JOB862376008844,ID2686498647,EMP7408378191,-9,202403,,0,999909,-9,0,1,0,0,0,0,,1,202409,26.0,0,,,1,4362.06,-8,,-8,,1,4362.06,1,160.57,-8,,1,160.57,1,162.09,1,162.26,1,26.91,1,26.88,1
202607,JOB462202123720,ID6470821398,EMP5503300008,-9,202108,,0,999909,-9,0,0,0,0,0,0,,0,,,0,,,1,3506.9,1,465.57,1,428.9,1,4401.38,1,167.96,1,13.694675895006764,1,181.65467589500676,1,169.76,1,183.45467589500674,1,20.66,1,23.99,1
202604,JOB548186746300,ID7989790608,-9,-9,201602,201607,-9,201607,2,2,-8,-9,0,0,0,,-9,,,-9,,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,1
202405,JOB466075699944,ID4203401535,EMP9466720108,-9,201503,,0,999909,-9,1,1,0,0,0,0,,1,201504,4.0,0,,,1,4659.57,-8,,-8,,1,4659.57,1,171.83,-8,,1,171.83,1,169.44,1,169.34,1,27.5,1,27.52,1
202511,JOB700412918285,ID5273536423,EMP1816125590,-9,202102,202110,0,999909,-9,1,0,0,0,0,0,,1,202103,6.0,0,,,1,5665.09,-8,,-8,,1,5665.09,1,162.25,1,11.4,1,173.64,1,159.16,1,170.76,1,35.59,1,33.18,1
202605,JOB446042276346,ID0485076653,EMP0191530573,-9,201806,,0,999909,-9,0,1,0,0,0,0,,1,201807,6.0,0,,,1,3136.73,1,711.45,-8,,1,3848.18,1,161.08,-8,,1,161.08,1,161.3,1,158.91,1,19.45,1,24.22,1
202401,JOB622419768784,ID0485076653,EMP9477129035,-9,202305,202310,2,202310,4,0,1,0,0,0,0,,-9,,,0,,,1,3267.73,1,148.28,-8,,1,3416.01,1,172.91,-8,,1,172.91,1,170.32,1,171.62,1,19.19,1,19.9,1
202509,JOB441119738818,ID4952549206,EMP2730634359,-9,202303,,0,999909,-9,1,1,0,0,0,0,,1,202304,4.0,0,,,1,5221.42,1,796.72,-8,,1,6018.14,1,166.72,-8,,1,166.72,1,166.18,1,163.54,1,31.42,1,36.8,1
202501,JOB372186003203,ID2301604986,-9,-9,201805,201809,-9,201809,2,2,-8,-9,0,0,0,,-9,,,-9,,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,1
202601,JOB785501137535,ID1625908419,EMP8210728878,-9,202401,202410,1,202410,4,0,1,0,0,0,0,,0,,,0,,,1,3535.95,-8,,-8,,1,3535.95,1,161.46,-8,,1,161.46,1,160.98,1,161.79,1,21.97,1,21.86,1
202510,JOB024808557800,ID1837530768,EMP2443236221,-9,202411,202501,4,202501,2,0,0,0,0,0,0,,-9,,,0,,,1,4834.32,-8,,-8,,1,4834.32,1,110.81,-8,,1,110.81,1,111.55,1,108.69,1,43.34,1,44.48,1
202401,JOB033508424319,ID2150164261,EMP8392484813,-9,202110,,0,999909,-9,0,0,0,0,0,0,,0,,,0,,,1,5080.83,1,528.64,-8,,1,5609.48,1,170.58,-8,,1,170.58,1,168.73,1,168.18,1,30.11,1,33.35,1
202502,JOB476427896157,ID5348110501,EMP3855128177,-9,202408,,0,999909,-9,0,0,1,0,0,0,,1,202411,12.0,0,,,1,6983.32,-8,,-8,,1,6983.32,1,164.71,-8,,1,164.71,1,167.04,1,165.63,1,41.81,1,42.16,1
202405,JOB871564783703,ID7720517107,EMP1754380274,-9,202211,,0,999909,-9,0,0,0,0,0,0,,1,202301,8.0,0,,,1,6472.73,-8,,1,704.51,1,7177.25,1,162.11,1,11.763023754872734,1,173.87302375487275,1,160.55,1,172.31302375487275,1,40.32,1,41.65,1
202405,JOB592386879060,ID2713538676,EMP4886932055,-9,202509,,1,202703,5,0,0,0,0,0,0,,1,202511,8.0,0,,,1,8267.99,-8,,-8,,1,8267.99,1,170.04,-8,,1,170.04,1,170.56,1,171.68,1,48.48,1,48.16,1
202511,JOB038422736273,ID9775542619,EMP2022271117,-9,202110,,0,999909,-9,1,1,0,0,0,0,,0,,,0,,,1,6828.4,-8,,-8,,1,6828.4,1,161.39,-8,,1,161.39,1,163.19,1,159.18,1,41.84,1,42.9,1
202405,JOB426471068017,ID3922026980,EMP7031637050,-9,202108,,0,999909,-9,0,1,1,0,0,0,,0,,,0,,,1,2885.56,1,499.24,-8,,1,3384.8,1,164.9,-8,,1,164.9,1,162.35,1,166.93,1,17.77,1,20.28,1
202408,JOB272812916350,ID5998519393,EMP4960266765,-9,202311,,0,999909,-9,1,0,0,0,0,0,,1,202401,8.0,0,,,1,3778.51,-8,,-8,,1,3778.51,1,167.65,-8,,1,167.65,1,169.31,1,168.22,1,22.32,1,22.46,1
202401,JOB439044890932,ID8019290221,EMP2533320235,-9,202506,,0,999909,-9,0,0,0,0,0,0,,1,202509,12.0,0,,,1,4604.43,-8,,-8,,1,4604.43,1,161.48,-8,,1,161.48,1,159.71,1,160.43,1,28.83,1,28.7,1
202410,JOB332436296208,ID8019290221,EMP0598312441,-9,202407,202411,1,202411,3,0,0,0,0,0,0,,1,202408,4.0,0,,,1,5176.54,1,513.81,-8,,1,5690.35,1,167.81,1,5.85,1,173.66,1,165.42,1,176.91,1,31.29,1,32.17,1
202410,JOB536264752864,ID5919226713,EMP6120961730,-9,202305,,0,999909,-9,0,0,0,0,0,0,,1,202307,8.0,0,,,1,6559.55,-8,,-8,,1,6559.55,1,163.52,-8,,1,163.52,1,164.86,1,160.66,1,39.79,1,40.83,1
202604,JOB422188345819,ID7797247925,-9,-9,201803,201808,-9,201808,4,2,-8,-9,0,0,0,,-9,,,-9,,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,1
202607,JOB825672620846,ID4640858588,EMP7292543551,-9,201706,,0,999909,-9,0,0,0,0,0,0,,1,201712,26.0,1,1551.62,50.08,1,5172.08,-8,,-8,,1,5172.08,1,166.93,-8,,1,166.93,1,168.91,1,169.83,1,30.62,1,30.45,1
202412,JOB966270266045,ID2341499290,EMP0956321740,-9,201610,,0,999909,-9,0,0,0,0,1,0,,0,,,0,,,1,7606.18,1,954.67,-8,,1,8560.86,1,169.92,-8,,1,169.92,1,167.73,1,167.61,1,45.35,1,51.08,1
202411,JOB850095372346,ID4616076264,-9,-9,202405,202408,-9,202408,4,2,-8,-9,0,0,0,,-9,,,-9,,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,1
202610,JOB063494290461,ID1372776857,EMP7551887017,-9,201701,202109,0,999909,-9,0,0,0,0,0,1,CIE - Contrat d'initiation à l'emploi,1,201704,12.0,0,,,1,3876.66,1,485.56,-8,,1,4362.23,1,165.79,-8,,1,165.79,1,164.25,1,167.57,1,23.6,1,26.03,1
202606,JOB362689047238,ID1372776857,EMP6410095385,-9,201702,201706,2,201706,4,0,1,0,0,0,0,,-9,,,0,,,1,2593.52,-8,,-8,,1,2593.52,1,163.05,-8,,1,163.05,1,163.72,1,165.23,1,15.84,1,15.7,1
202401,JOB187564672636,ID3788443706,EMP8154185899,-9,201710,,0,999909,-9,0,0,0,0,0,0,,1,201801,12.0,0,,,1,7640.93,-8,,1,1323.65,1,8964.58,1,170.1,1,19.644394990375773,1,189.74439499037578,1,166.98,1,186.62439499037578,1,45.76,1,48.04,1
202508,JOB222667941908,ID3067730671,EMP7886538590,-9,202407,,0,999909,-9,1,1,0,0,0,1,PAN - Projet d'activité national,0,,,0,,,1,5728.67,-8,,-8,,1,5728.67,1,170.57,-8,,1,170.57,1,171.89,1,173.09,1,33.33,1,33.1,1
202603,JOB632016290739,ID1704861867,EMP9289198271,-9,201804,,0,999909,-9,0,1,0,0,0,0,,1,201810,26.0,0,,,1,3281.48,1,464.7,-8,,1,3746.19,1,169.59,-8,,1,169.59,1,169.82,1,171.77,1,19.32,1,21.81,1
202611,JOB921958730549,ID9014599670,EMP8243884302,-9,201608,,0,999909,-9,1,0,0,0,0,0,,1,201610,8.0,0,,,1,5072.32,-8,,-8,,1,5072.32,1,165.39,-8,,1,165.39,1,168.21,1,164.63,1,30.15,1,30.81,1
202611,JOB492815037017,ID9014599670,EMP0926407030,-9,201608,,0,999909,-9,0,0,0,0,0,0,,0,,,0,,,1,7649.96,1,369.23,-8,,1,8019.19,1,166.87,-8,,1,166.87,1,166.3,1,164.7,1,46.0,1,48.69,0
202605,JOB961276620808,ID2741168069,EMP2039170263,-9,202407,,0,999909,-9,0,0,0,0,0,0,,1,202408,6.0,1,1692.2,50.5,1,5640.68,1,260.78,-8,,1,5901.46,1,168.35,-8,,1,168.35,1,168.49,1,170.51,1,33.48,1,34.61,1
202506,JOB039670243652,ID3753028497,EMP4055364818,-9,201911,,0,999909,-9,1,0,0,0,0,0,,1,202002,12.0,0,,,1,5780.05,1,417.05,-8,,1,6197.11,1,171.36,-8,,1,171.36,1,169.8,1,173.94,1,34.04,1,35.63,1
202507,JOB259497220429,ID6066799864,EMP8622699206,-9,202410,,0,999909,-9,0,0,0,0,0,0,,0,,,0,,,1,8294.36,-8,,-8,,1,8294.36,1,171.6,-8,,1,171.6,1,174.93,1,174.41,1,47.42,1,47.56,1
202401,JOB134820849315,ID6887779256,EMP3983912260,-9,201905,,0,999909,-9,1,1,0,0,0,0,,1,201906,4.0,0,,,1,6624.7,1,813.17,-8,,1,7437.86,1,169.08,-8,,1,169.08,1,166.69,1,169.87,1,39.74,1,43.79,1
202410,JOB564224059208,ID7528720998,-9,-9,202310,202402,-9,202402,2,2,-8,-9,0,0,0,,-9,,,-9,,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,1
202610,JOB618695724043,ID6820175307,EMP4741253137,-9,201501,,0,999909,-9,0,1,0,0,0,0,,0,,,0,,,1,2645.72,-8,,-8,,1,2645.72,1,162.55,-8,,1,162.55,1,162.53,1,165.61,1,16.28,1,15.98,1
202502,JOB444748904760,ID9387337034,EMP7862351076,-9,202402,,0,999909,-9,1,1,0,0,0,0,,1,202408,26.0,0,,,1,4848.09,-8,,-8,,1,4848.09,1,160.44,-8,,1,160.44,1,160.81,1,162.25,1,30.15,1,29.88,1
202501,JOB965391607700,ID5805581157,-9,-9,201810,201904,-9,201904,4,2,-8,-9,0,1,0,,-9,,,-9,,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,1
202505,JOB026529516469,ID0385886407,EMP3335623039,-9,202301,,0,999909,-9,0,1,0,0,0,0,,0,,,0,,,1,4641.72,1,251.37,-8,,1,4893.09,1,166.34,-8,,1,166.34,1,169.43,1,166.72,1,27.4,1,29.35,1
202511,JOB858052632119,ID3113266115,EMP6047220539,-9,201906,,0,999909,-9,0,1,0,0,0,0,,1,201909,12.0,0,,,1,3987.47,-8,,1,525.61,1,4513.07,1,166.24,1,14.60858653061837,1,180.84858653061838,1,168.17,1,182.77858653061836,1,23.71,1,24.69,1
202407,JOB053026184025,ID6766262359,EMP7870368605,-9,201807,,0,999909,-9,0,0,0,0,0,0,,1,201808,6.0,0,,,1,6144.24,1,107.21,-8,,1,6251.46,1,160.57,-8,,1,160.57,1,163.06,1,157.92,1,37.68,1,39.59,1
202401,JOB953192600986,ID2094523759,EMP0275745449,-9,202405,202502,1,202502,4,0,0,0,0,0,0,,1,202407,8.0,0,,,1,5790.01,-8,,-8,,1,5790.01,1,162.93,1,13.36,1,176.29,1,163.78,1,173.61,1,35.35,1,33.35,1
202501,JOB616248607047,ID5217970566,EMP2660235158,-9,202501,,3,202701,5,0,1,0,0,0,0,,-9,,,0,,,1,3780.34,-8,,1,495.53,1,4275.87,1,147.6,1,12.89838955998842,1,160.49838955998842,1,150.27,1,163.16838955998844,1,25.16,1,26.21,1
202610,JOB571918986646,ID9406453157,EMP9365618335,-9,202308,,0,999909,-9,0,0,0,0,0,0,,0,,,0,,,1,8210.9,-8,,-8,,1,8210.9,1,164.87,-8,,1,164.87,1,166.66,1,167.97,1,49.27,1,48.88,1
202504,JOB239644028253,ID5673332973,EMP2676992427,-9,201809,202003,1,202003,5,0,1,0,0,0,0,,0,,,0,,,1,3901.6,1,480.95,-8,,1,4382.55,1,161.83,1,15.29,1,177.12,1,158.73,1,174.24,1,24.58,1,25.15,1
202612,JOB607569991383,ID2907551545,EMP1006433226,-9,201708,,0,999909,-9,1,1,0,0,1,0,,0,,,1,1861.09,48.85,1,6203.62,1,458.58,-8,,1,6662.2,1,162.84,-8,,1,162.84,1,162.28,1,164.31,1,38.23,1,40.55,1
202412,JOB402740675826,ID9529842410,EMP7625906200,-9,202506,,1,202603,4,0,1,0,0,0,0,,1,202512,26.0,0,,,1,3263.96,-8,,-8,,1,3263.96,1,171.48,-8,,1,171.48,1,174.54,1,173.05,1,18.7,1,18.86,1
202612,JOB550493266432,ID8491498609,-9,-9,202311,202312,-9,202312,4,2,-8,-9,0,0,0,,-9,,,-9,,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,1
202509,JOB256787188822,ID7622398474,EMP3788705841,-9,201805,,0,999909,-9,0,0,0,0,0,0,,0,,,0,,,1,8114.94,-8,,-8,,1,8114.94,1,165.21,-8,,1,165.21,1,168.38,1,165.87,1,48.19,1,48.92,1
202506,JOB092616620165,ID8309723610,EMP5578645786,-9,202008,,0,999909,-9,1,0,0,0,0,0,,1,202102,26.0,0,,,1,5560.19,-8,,-8,,1,5560.19,1,163.31,-8,,1,163.31,1,160.08,1,160.39,1,34.73,1,34.67,1
202404,JOB338686083570,ID2444189974,EMP1703630944,-9,201701,,0,999909,-9,0,0,0,0,0,0,,1,201703,8.0,0,,,1,8383.93,-8,,-8,,1,8383.93,1,169.51,-8,,1,169.51,1,171.11,1,167.63,1,49.0,1,50.01,1
202510,JOB948045073567,ID9724528413,EMP4809573940,-9,202301,,0,999909,-9,1,1,0,0,0,0,,0,,,0,,,1,6729.06,-8,,-8,,1,6729.06,1,160.01,-8,,1,160.01,1,158.42,1,157.76,1,42.48,1,42.65,1
202512,JOB867595141864,ID7342031977,EMP8230882958,-9,201610,201702,2,201702,2,0,0,0,0,0,0,,-9,,,0,,,1,7002.24,-8,,-8,,1,7002.24,1,168.41,-8,,1,168.41,1,171.58,1,167.93,1,40.81,1,41.7,1
202512,JOB817882426559,ID7306629315,EMP4698906232,-9,201608,,0,999909,-9,0,0,0,0,0,0,,0,,,0,,,1,7132.49,1,737.59,-8,,1,7870.08,1,160.35,-8,,1,160.35,1,158.24,1,160.17,1,45.07,1,49.14,1
202506,JOB398188907378,ID4779541767,EMP1591579089,-9,202507,,0,999909,-9,0,1,0,0,0,0,,1,202510,12.0,0,,,1,3590.48,-8,,-8,,1,3590.48,1,162.73,-8,,1,162.73,1,162.81,1,162.15,1,22.05,1,22.14,1
202610,JOB182070669010,ID0518812988,EMP7923729826,-9,201805,202611,0,999909,-9,1,1,0,0,0,0,,1,201811,26.0,0,,,1,6477.36,1,541.75,-8,,1,7019.11,1,168.6,-8,,1,168.6,1,168.29,1,165.54,1,38.49,1,42.4,1
202405,JOB570521879938,ID7312315550,EMP4440458831,-9,201511,201705,1,201705,5,0,0,0,0,0,0,,1,201602,12.0,0,,,1,7678.57,1,582.18,-8,,1,8260.75,1,169.78,-8,,1,169.78,1,173.03,1,171.77,1,44.38,1,48.09,1
202406,JOB467940366401,ID9780234456,EMP6329573783,-9,202203,,0,999909,-9,0,1,0,0,0,0,,1,202204,4.0,0,,,1,3642.09,-8,,-8,,1,3642.09,1,161.91,-8,,1,161.91,1,159.35,1,161.23,1,22.86,1,22.59,1
202502,JOB607344674621,ID4165185483,EMP5958417491,-9,201703,,0,999909,-9,0,1,0,0,0,0,,0,,,0,,,1,3076.64,-8,,-8,,1,3076.64,1,161.22,-8,,1,161.22,1,158.46,1,163.38,1,19.42,1,18.83,1
202507,JOB330265099621,ID7740292864,-9,-9,201503,201506,-9,201506,4,2,-8,-9,0,0,0,,-9,,,-9,,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,1
202406,JOB675901779152,ID3499801376,EMP4461440923,-9,202106,,0,999909,-9,0,1,0,0,0,0,,1,202108,8.0,0,,,1,3284.4,-8,,1,251.86,1,3536.26,1,161.82,1,8.272779256085048,1,170.09277925608504,1,163.85,1,172.12277925608504,1,20.05,1,20.54,1
202504,JOB850255134448,ID7764149003,-9,-9,201605,201608,-9,201608,3,2,-8,-9,0,0,0,,-9,,,-9,,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,1
202502,JOB149788795312,ID7764149003,EMP0409543776,-9,202306,,0,999909,-9,0,0,0,0,0,0,,0,,,0,,,1,4513.92,-8,,-8,,1,4513.92,1,161.3,-8,,1,161.3,1,161.17,1,159.64,1,28.01,1,28.28,1
202401,JOB257068026933,ID8187109685,EMP1542306002,-9,202011,,0,999909,-9,0,0,0,0,0,0,,1,202101,8.0,0,,,1,7166.83,1,809.44,1,696.51,1,8672.77,1,171.83,1,11.132864931270436,1,182.96286493127045,1,174.1,1,185.23286493127043,1,41.17,1,46.82,1
202404,JOB392220562019,ID3382222400,EMP0113484339,-9,201709,,0,999909,-9,0,0,0,0,0,0,,1,201711,8.0,0,,,1,7604.35,-8,,-8,,1,7604.35,1,170.36,-8,,1,170.36,1,171.94,1,168.68,1,44.23,1,45.08,1
202406,JOB986634209536,ID3382222400,EMP7734985297,-9,202003,202209,1,202209,6,0,1,0,0,0,0,,0,,,0,,,1,4128.8,-8,,-8,,1,4128.8,1,164.82,-8,,1,164.82,1,167.11,1,163.29,1,24.71,1,25.29,1
202406,JOB665353896298,ID5336952474,EMP5324367924,-9,202211,,0,999909,-9,0,1,0,0,0,0,,1,202305,26.0,0,,,1,3256.43,-8,,-8,,1,3256.43,1,172.36,-8,,1,172.36,1,172.69,1,170.46,1,18.86,1,19.1,1
202408,JOB979399816153,ID5336952474,EMP8116837103,-9,202203,,0,999909,-9,1,1,0,0,0,0,,0,,,0,,,1,4781.97,-8,,-8,,1,4781.97,1,168.98,-8,,1,168.98,1,170.83,1,171.98,1,27.99,1,27.81,1
202602,JOB292645633917,ID1463947625,-9,TMP8335391016,201603,201609,-9,201609,3,2,-8,-9,0,0,0,,-9,,,-9,,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,1
202508,JOB133344376734,ID5901639949,EMP8140984101,-9,201909,,0,999909,-9,0,1,0,0,0,0,,0,,,0,,,1,3798.71,-8,,1,344.19,1,4142.9,1,160.14,1,9.673257878738326,1,169.8132578787383,1,161.12,1,170.79325787873833,1,23.58,1,24.26,1
202607,JOB348548420353,ID6801990342,EMP1607917913,-9,202202,202210,0,999909,-9,0,0,0,0,0,0,,1,202203,4.0,0,,,1,7338.82,1,221.82,-8,,1,7560.64,1,162.64,1,15.58,1,178.22,1,163.18,1,176.87,1,44.97,1,42.75,1
202603,JOB576463913810,ID7452719367,EMP7491619423,-9,201502,,0,999909,-9,0,0,0,0,0,0,,1,201504,8.0,0,,,1,5479.84,-8,,-8,,1,5479.84,1,171.96,-8,,1,171.96,1,168.88,1,172.63,1,32.45,1,31.74,1
202406,JOB488566948993,ID0254717989,EMP0051956756,-9,201703,,0,999909,-9,0,0,0,0,0,0,,1,201705,8.0,1,1541.21,49.78,1,5137.38,1,444.5,1,247.94,1,5829.82,1,165.92,1,5.3383302312348215,1,171.25833023123482,1,163.49,1,168.82833023123484,1,31.42,1,34.53,1
202403,JOB904172820762,ID6240871006,EMP3811522328,-9,201509,,0,999909,-9,0,0,0,0,0,0,,1,201603,26.0,0,,,1,6346.19,1,345.63,1,904.33,1,7596.14,1,171.26,1,16.269639755142272,1,187.52963975514226,1,170.29,1,186.55963975514226,1,37.27,1,40.72,1
202405,JOB641578097830,ID5357228920,EMP2801041945,-9,201709,,0,999909,-9,0,0,0,0,0,0,,1,201710,6.0,1,1679.54,51.63,1,5598.47,-8,,-8,,1,5598.47,1,172.09,-8,,1,172.09,1,171.88,1,171.47,1,32.57,1,32.65,1
202612,JOB974369905585,ID8037891213,EMP5759940842,-9,202110,,0,999909,-9,0,1,0,0,0,1,CIE - Contrat d'initiation à l'emploi,1,202111,6.0,0,,,1,2582.79,1,143.62,-8,,1,2726.42,1,164.67,-8,,1,164.67,1,165.38,1,164.96,1,15.62,1,16.53,1
202412,JOB084376992964,ID3681498025,EMP4477250842,-9,201805,,0,999909,-9,0,0,0,0,0,0,,1,201807,8.0,0,,,1,4676.48,1,885.79,-8,,1,5562.27,1,163.56,-8,,1,163.56,1,161.11,1,161.01,1,29.03,1,34.55,1
202412,JOB295945231582,ID6024257033,EMP8630402966,-9,201702,,0,999909,-9,0,0,0,0,0,0,,1,201703,6.0,0,,,1,5511.95,-8,,-8,,1,5511.95,1,167.8,-8,,1,167.8,1,164.62,1,165.03,1,33.48,1,33.4,1
202401,JOB502206190193,ID2503139280,EMP3359379719,-9,202411,,0,999909,-9,0,0,0,0,0,0,,1,202505,26.0,0,,,1,6540.67,-8,,1,957.86,1,7498.54,1,164.9,1,16.09942920898641,1,180.9994292089864,1,163.85,1,179.9494292089864,1,39.92,1,41.67,1
202503,JOB647437019453,ID5323167781,EMP9117766650,-9,202102,,0,999909,-9,0,0,0,0,0,0,,1,202103,4.0,0,,,1,5027.23,1,749.23,1,324.78,1,6101.23,1,162.08,1,6.9806814096018455,1,169.06068140960187,1,160.92,1,167.90068140960184,1,31.24,1,36.34,1
202504,JOB126848563711,ID3532237185,EMP4294300037,-9,201704,,0,999909,-9,0,0,0,0,0,0,,1,201707,12.0,0,,,1,5542.94,-8,,-8,,1,5542.94,1,162.69,-8,,1,162.69,1,161.68,1,163.73,1,34.28,1,33.85,1
202511,JOB065266426735,ID5915382011,EMP1272455337,-9,202110,202202,2,202202,3,0,1,0,0,0,0,,-9,,,0,,,1,3167.97,-8,,-8,,1,3167.97,1,166.88,-8,,1,166.88,1,167.47,1,164.6,1,18.92,1,19.25,1
202403,JOB767293509793,ID9656851206,EMP4421291465,-9,202208,,0,999909,-9,0,1,0,0,0,0,,0,,,0,,,1,3609.38,-8,,-8,,1,3609.38,1,169.49,1,18.66,1,188.15,1,172.69,1,189.83,1,20.9,1,19.01,1
202605,JOB676706363286,ID7823372094,EMP3011220084,-9,202304,202305,1,202305,2,0,0,0,0,0,0,,1,202305,4.0,0,,,1,7162.75,1,979.58,-8,,1,8142.33,1,165.5,-8,,1,165.5,1,166.0,1,162.34,1,43.15,1,50.16,1
202409,JOB249519350011,ID9208564901,EMP5461758080,-9,202411,,0,999909,-9,1,0,0,0,0,0,,1,202412,4.0,0,,,1,4513.07,-8,,-8,,1,4513.07,1,163.72,-8,,1,163.72,1,160.84,1,160.84,1,28.06,1,28.06,1
202612,JOB685647177840,ID4755803090,EMP1902716988,-9,202102,202103,1,202103,1,0,1,0,0,0,0,,0,,,0,,,1,2909.58,-8,,-8,,1,2909.58,1,172.06,-8,,1,172.06,1,174.12,1,175.35,1,16.71,1,16.59,1
202408,JOB195657285353,ID0505835345,-9,-9,202206,202211,-9,202211,2,2,-8,-9,0,0,0,,-9,,,-9,,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,1
202409,JOB698345150252,ID3028532727,-9,-9,202203,202209,-9,202209,2,2,-8,-9,0,0,0,,-9,,,-9,,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,1
202502,JOB309007121024,ID7118425278,EMP2344730577,TMP9522426537,202102,,0,999909,-9,1,0,0,0,0,0,,1,202108,26.0,0,,,1,5243.05,-8,,-8,,1,5243.05,1,168.2,1,10.47,1,178.67,1,168.94,1,177.6,1,31.03,1,29.52,1
202406,JOB221914390705,ID7118425278,EMP4736015791,-9,201502,201506,1,201506,3,0,0,0,0,0,0,,0,,,0,,,1,6778.25,-8,,-8,,1,6778.25,1,165.45,1,5.49,1,170.94,1,164.79,1,171.35,1,41.13,1,39.56,1
202606,JOB463866432031,ID5719214967,EMP7266528246,-9,201708,201805,1,201805,4,0,1,0,0,0,0,,0,,,0,,,1,3796.37,1,452.01,1,340.29,1,4588.67,1,160.03,1,9.562913142130489,1,169.5929131421305,1,161.25,1,170.8129131421305,1,23.54,1,26.86,1
202611,JOB301000908993,ID1630335636,-9,-9,201806,201812,-9,201812,3,2,-8,-9,0,0,0,,-9,,,-9,,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,-9,,1
202411,JOB081226815947,ID4376613662,EMP4705311058,-9,201801,202408,0,999909,-9,1,0,0,0,0,0,,1,201804,12.0,0,,,1,5846.08,-8,,-8,,1,5846.08,1,167.86,-8,,1,167.86,1,166.45,1,165.44,1,35.12,1,35.34,1
202609,JOB363688501627,ID7671877628,EMP6292266678,-9,201808,,0,999909,-9,0,0,1,0,0,0,,1,201902,26.0,0,,,1,8158.03,-8,,-8,,1,8158.03,1,172.34,-8,,1,172.34,1,171.14,1,170.19,1,47.67,1,47.93,1
202606,JOB838580501417,ID9777265976,EMP1657893912,-9,202002,,0,999909,-9,1,1,0,0,0,0,,0,,,0,,,1,6776.54,-8,,-8,,1,6776.54,1,161.04,1,19.65,1,180.7,1,161.21,1,177.37,1,42.04,1,38.21,1
202402,JOB250186074290,ID5703029301,EMP6952223369,-9,201701,,0,999909,-9,0,1,0,0,0,0,,1,201703,8.0,1,1025.57,50.49,1,3418.58,-8,,1,473.03,1,3891.61,1,168.31,1,15.526235268070941,1,183.83623526807094,1,166.7,1,182.22623526807092,1,20.51,1,21.36,1
202405,JOB873544534514,ID1446956740,EMP6688658348,-9,202506,,1,202603,4,0,1,0,0,0,0,,1,202507,4.0,1,1399.32,50.46,1,4664.41,-8,,-8,,1,4664.41,1,168.19,-8,,1,168.19,1,170.42,1,166.28,1,27.37,1,28.05,1
202410,JOB580504505092,ID3269834436,EMP8467200734,-9,202401,,0,999909,-9,1,1,0,0,0,0,,1,202402,4.0,0,,,1,5797.22,1,809.62,-8,,1,6606.84,1,162.95,-8,,1,162.95,1,165.61,1,165.2,1,35.01,1,39.99,1
202402,JOB204502814353,ID3269834436,EMP1279433795,-9,201602,,0,999909,-9,1,1,0,0,0,0,,1,201605,12.0,0,,,1,6970.48,-8,,-8,,1,6970.48,1,164.58,1,19.91,1,184.49,1,162.39,1,183.44,1,42.92,1,38.0,1
